x,y,speed,angle,front_dist,back_dist,left_dist,right_dist,collision,finish_distance,action,left_font_dist,right_font_dist,left_back_dist,right__back_dist
514.9393634086247,511.7087455302519,0.2375,0.47777778,0.26937953,0.21286634,0.031082252,0.016012069,0.0,0.18670905,forward,0.024489047,0.040501118,0.047094323,0.021663388
515.9868056613975,511.7819898276833,0.2625,0.47777778,0.26843762,0.21380822,0.031082252,0.016012069,0.0,0.1876979,forward,0.024489047,0.040501118,0.047094323,0.021663388
517.1340043191963,511.862209772489,0.2875,0.47777778,0.26749575,0.21475011,0.031082252,0.016012069,0.0,0.18878095,forward,0.024489047,0.040501118,0.046152435,0.021663388
518.380959382021,511.94940536466913,0.3125,0.47777778,0.26655385,0.215692,0.031082252,0.016012069,0.0,0.18995816,forward,0.024489047,0.040501118,0.046152435,0.021663388
519.7276708498719,512.0435766042237,0.3375,0.47777778,0.2646701,0.21663389,0.031082252,0.016953956,0.0,0.19122955,forward,0.024489047,0.040501118,0.046152435,0.021663388
521.1741387227486,512.1447234911527,0.3625,0.47777778,0.2637282,0.21851766,0.030140366,0.016953956,0.0,0.19259512,forward,0.025430935,0.040501118,0.046152435,0.021663388
522.7203630006513,512.2528460254562,0.3875,0.47777778,0.26184443,0.21945955,0.030140366,0.016953956,0.0,0.19405489,forward,0.025430935,0.040501118,0.046152435,0.021663388
524.36634368358,512.367944207134,0.4125,0.47777778,0.26090255,0.22134331,0.030140366,0.016953956,0.0,0.19560882,forward,0.025430935,0.03955923,0.046152435,0.022605274
526.1120807715347,512.4900180361861,0.4375,0.47777778,0.25901878,0.22322708,0.030140366,0.016953956,0.0,0.19725694,forward,0.025430935,0.03955923,0.046152435,0.022605274
527.9575742645154,512.6190675126128,0.4625,0.47777778,0.257135,0.22511086,0.030140366,0.016953956,0.0,0.19899923,forward,0.025430935,0.038617343,0.045210548,0.022605274
529.902824162522,512.7550926364138,0.4875,0.47777778,0.25525123,0.22699463,0.030140366,0.016953956,0.0,0.2008357,forward,0.027314708,0.038617343,0.045210548,0.022605274
531.9478304655547,512.8980934075893,0.5125,0.47777778,0.25336745,0.22887841,0.030140366,0.016953956,0.0,0.20276637,forward,0.027314708,0.03767546,0.045210548,0.022605274
534.0925931736133,513.0480698261391,0.5375,0.47777778,0.25148368,0.23076218,0.030140366,0.017895842,0.0,0.20479122,forward,0.028256593,0.03767546,0.045210548,0.022605274
536.3371122866979,513.2050218920634,0.5625,0.47777778,0.2495999,0.23264596,0.029198479,0.017895842,0.0,0.20691025,forward,0.028256593,0.03767546,0.044268664,0.023547161
538.6813878048085,513.3689496053621,0.5875,0.47777778,0.24677424,0.23452972,0.029198479,0.017895842,0.0,0.20912346,forward,0.028256593,0.03767546,0.044268664,0.023547161
541.1254197279451,513.5398529660353,0.6125,0.47777778,0.24489048,0.23735538,0.029198479,0.017895842,0.0,0.21143085,forward,0.028256593,0.03767546,0.044268664,0.023547161
543.6692080561077,513.7177319740828,0.6375,0.47777778,0.24206482,0.23923916,0.029198479,0.017895842,0.0,0.21383244,forward,0.029198479,0.03673357,0.044268664,0.023547161
546.3127527892962,513.9025866295048,0.6625,0.47777778,0.24018104,0.24206482,0.029198479,0.017895842,0.0,0.2163282,forward,0.029198479,0.03673357,0.043326776,0.024489047
549.0560539275107,514.0944169323011,0.6875,0.47777778,0.23735538,0.24489048,0.028256593,0.019779615,0.0,0.21891814,forward,0.029198479,0.03673357,0.043326776,0.024489047
551.8991114707512,514.2932228824718,0.7125,0.47777778,0.23452972,0.24771613,0.028256593,0.019779615,0.0,0.22160229,forward,0.029198479,0.03673357,0.043326776,0.024489047
554.8419254190177,514.499004480017,0.7375,0.47777778,0.23170407,0.2505418,0.028256593,0.019779615,0.0,0.22438061,forward,0.030140366,0.035791684,0.04238489,0.024489047
557.8844957723102,514.7117617249365,0.7625,0.47777778,0.22887841,0.25336745,0.027314708,0.019779615,0.0,0.22725312,forward,0.030140366,0.035791684,0.04238489,0.025430935
561.0268225306286,514.9314946172306,0.7875,0.47777778,0.22605275,0.2561931,0.027314708,0.019779615,0.0,0.23021981,forward,0.030140366,0.035791684,0.04238489,0.025430935
564.268905693973,515.1582031568989,0.8125,0.47777778,0.22322708,0.25901878,0.02637282,0.020721503,0.0,0.2332807,forward,0.031082252,0.0348498,0.041443005,0.025430935
567.6107452623435,515.3918873439418,0.8375,0.47777778,0.21945955,0.26184443,0.02637282,0.020721503,0.0,0.23643577,forward,0.031082252,0.0348498,0.041443005,0.02637282
571.0523412357398,515.632547178359,0.8625,0.47777778,0.21663389,0.26561198,0.02637282,0.020721503,0.0,0.23968503,forward,0.031082252,0.0348498,0.041443005,0.027314708
574.5936936141622,515.8801826601507,0.8875,0.47777778,0.21286634,0.26843762,0.02637282,0.020721503,0.0,0.24302848,forward,0.032024138,0.033907913,0.040501118,0.027314708
578.2348023976106,516.1347937893167,0.9125,0.47777778,0.21004067,0.27220517,0.025430935,0.021663388,0.0,0.24646612,forward,0.032024138,0.033907913,0.040501118,0.028256593
581.9756675860849,516.3963805658573,0.9375,0.47777778,0.20627314,0.27597272,0.025430935,0.021663388,0.0,0.24999794,forward,0.033907913,0.033907913,0.040501118,0.028256593
585.8162891795853,516.6649429897722,0.9625,0.47777778,0.20250559,0.27974027,0.025430935,0.021663388,0.0,0.25362396,forward,0.0348498,0.032966025,0.038617343,0.029198479
589.7566671781116,516.9404810610614,0.9875,0.47777778,0.19873804,0.28350782,0.025430935,0.021663388,0.0,0.25734416,forward,0.0348498,0.032024138,0.03767546,0.029198479
593.7469233791509,517.2195069560379,1.0,0.47777778,0.19497049,0.28727537,0.024489047,0.022605274,0.0,0.26111147,forward,0.0348498,0.031082252,0.03767546,0.029198479
597.7371795801902,517.4985328510144,1.0,0.47777778,0.19120295,0.29104292,0.024489047,0.022605274,0.0,0.26487878,forward,0.035791684,0.031082252,0.03673357,0.030140366
601.7274357812295,517.7775587459909,1.0,0.47777778,0.1874354,0.29481044,0.024489047,0.022605274,0.0,0.2686461,forward,0.03767546,0.031082252,0.03673357,0.030140366
605.7176919822688,518.0565846409673,1.0,0.47777778,0.18366785,0.298578,0.024489047,0.024489047,0.0,0.2724134,forward,0.03767546,0.030140366,0.03673357,0.030140366
609.7079481833081,518.3356105359438,1.0,0.47777778,0.17990032,0.30234554,0.023547161,0.024489047,0.0,0.27618074,forward,0.038617343,0.030140366,0.035791684,0.031082252
636.2431519202194,520.1911327375376,0.9125,0.5,0.1733071,0.5434685,0.019779615,0.027314708,0.0,0.30123362,rotate_left,0.03767546,0.028256593,0.029198479,0.03673357
636.2431519202194,520.1911327375376,0.9125,0.5222222,0.18649352,0.33531156,0.019779615,0.027314708,0.0,0.30123362,rotate_left,0.035791684,0.030140366,0.027314708,0.038617343
660.4839583415331,518.4960504255554,0.8625,0.5222222,0.16294636,0.35791686,0.021663388,0.025430935,0.0,0.3239423,forward,0.0348498,0.031082252,0.028256593,0.038617343
664.0253107199555,518.2484149437637,0.8875,0.5222222,0.1601207,0.36168438,0.021663388,0.025430935,0.0,0.32726192,forward,0.0348498,0.032024138,0.029198479,0.038617343
667.6664195034039,517.9938038145976,0.9125,0.5222222,0.15635315,0.36545193,0.022605274,0.025430935,0.0,0.33067557,forward,0.033907913,0.032024138,0.029198479,0.03767546
698.3415140488936,515.8487922469658,0.8375,0.5222222,0.12715466,0.39370853,0.022605274,0.023547161,0.0,0.3594526,forward,0.032966025,0.033907913,0.031082252,0.035791684
701.78311002229,515.6081324125486,0.8625,0.5222222,0.12432901,0.39747608,0.022605274,0.024489047,0.0,0.3626831,forward,0.033907913,0.032966025,0.031082252,0.035791684
718.2429168515771,514.4571505957705,0.8,0.54444444,0.11491015,0.20062181,0.023547161,0.023547161,0.0,0.37813777,rotate_left,0.030140366,0.035791684,0.030140366,0.03673357
739.1870865054613,511.51363951046505,0.75,0.54444444,0.09513053,0.22040142,0.025430935,0.021663388,0.0,0.3977756,forward,0.029198479,0.03767546,0.032966025,0.033907913
742.2569175185602,511.08220289748886,0.775,0.54444444,0.09230487,0.22322708,0.02637282,0.021663388,0.0,0.40065628,forward,0.029198479,0.03767546,0.032966025,0.033907913
745.4257753385332,510.63684897441664,0.8,0.54444444,0.089479215,0.22605275,0.025430935,0.020721503,0.0,0.4036305,forward,0.028256593,0.038617343,0.033907913,0.032966025
763.5476809965039,508.08998122684744,0.7625,0.54444444,0.072525255,0.2439486,0.027314708,0.020721503,0.0,0.4206502,forward,0.027314708,0.038617343,0.035791684,0.030140366
766.6670254130398,507.65158595882326,0.7875,0.54444444,0.0696996,0.24677424,0.02637282,0.019779615,0.0,0.4235816,forward,0.027314708,0.038617343,0.03673357,0.029198479
781.5210464441634,505.56398944442225,0.725,0.56666666,0.056513187,0.16577202,0.028256593,0.019779615,0.0,0.4375472,rotate_left,0.120561466,0.035791684,0.0348498,0.032966025
781.5210464441634,505.56398944442225,0.725,0.5888889,0.059338845,0.12150335,0.028256593,0.019779615,0.0,0.4375472,rotate_left,0.13563165,0.03673357,0.032966025,0.0348498
781.5210464441634,505.56398944442225,0.725,0.6111111,0.064048275,0.09513053,0.028256593,0.019779615,0.0,0.4375472,rotate_left,0.14316674,0.038617343,0.032024138,0.03955923
794.4418199799698,500.8612124736943,0.6625,0.6333333,0.053687528,0.08853733,0.029198479,0.017895842,0.0,0.449696,rotate_left,0.13468976,0.033907913,0.0348498,0.03673357
794.4418199799698,500.8612124736943,0.6625,0.65555555,0.056513187,0.077234685,0.029198479,0.016953956,0.0,0.449696,rotate_left,0.14410862,0.0348498,0.032966025,0.041443005
809.7168133364291,492.7393544374983,0.6125,0.65555555,0.040501118,0.09324676,0.027314708,0.02637282,0.0,0.4641485,forward,0.120561466,0.027314708,0.03955923,0.025430935
811.9683296982195,491.5422019523943,0.6375,0.65555555,0.03767546,0.09607242,0.02637282,0.028256593,0.0,0.46628907,forward,0.115852036,0.025430935,0.040501118,0.024489047
814.3081408192957,490.2981023110117,0.6625,0.65555555,0.035791684,0.09795619,0.025430935,0.031082252,0.0,0.46851623,forward,0.11396826,0.024489047,0.03955923,0.024489047
816.7362466996577,489.0070555133505,0.6875,0.65555555,0.032966025,0.10078185,0.025430935,0.033907913,0.0,0.47083032,forward,0.11020071,0.022605274,0.03955923,0.02637282
816.7362466996577,489.0070555133505,0.6875,0.67777777,0.0348498,0.08759544,0.024489047,0.032024138,0.0,0.47083032,rotate_left,0.11867769,0.022605274,0.038617343,0.02637282
816.7362466996577,489.0070555133505,0.6875,0.7,0.03673357,0.077234685,0.023547161,0.029198479,0.0,0.47083032,rotate_left,0.12998033,0.023547161,0.03673357,0.030140366
816.7362466996577,489.0070555133505,0.6875,0.7222222,0.040501118,0.0696996,0.022605274,0.028256593,0.0,0.47083032,rotate_left,0.14034107,0.023547161,0.0348498,0.035791684
824.7797133524069,482.25778561164185,0.6375,0.74444443,0.033907913,0.07158337,0.019779615,0.033907913,0.0,0.4785965,rotate_left,0.13657354,0.019779615,0.032966025,0.032966025
824.7797133524069,482.25778561164185,0.6375,0.76666665,0.035791684,0.06687394,0.019779615,0.032024138,0.0,0.4785965,rotate_left,0.1459924,0.019779615,0.030140366,0.03673357
824.7797133524069,482.25778561164185,0.6375,0.7888889,0.040501118,0.062164504,0.01883773,0.031082252,0.0,0.4785965,rotate_left,0.15352748,0.019779615,0.029198479,0.4850715
830.7516296630658,474.61408130165665,0.5875,0.8111111,0.0348498,0.06687394,0.015070183,0.033907913,0.0,0.4845335,rotate_left,0.14975995,0.016012069,0.02637282,0.03955923
830.7516296630658,474.61408130165665,0.5875,0.8333333,0.038617343,0.063106395,0.016012069,0.033907913,0.0,0.4845335,rotate_left,0.15729503,0.016012069,0.024489047,0.2495999
830.7516296630658,474.61408130165665,0.5875,0.85555553,0.044268664,0.057455074,0.015070183,0.032966025,0.0,0.4845335,rotate_left,0.16483013,0.017895842,0.023547161,0.19214484
832.7462183809562,470.52456839099546,0.5625,0.87777776,0.046152435,0.057455074,0.014128297,0.033907913,0.0,0.4866217,rotate_left,0.07440903,0.016953956,0.021663388,0.17048144
832.7462183809562,470.52456839099546,0.5625,0.9,0.056513187,0.053687528,0.014128297,0.032966025,0.0,0.4866217,rotate_left,0.064048275,0.017895842,0.019779615,0.14505051
832.7462183809562,470.52456839099546,0.5625,0.9222222,0.07158337,0.04803621,0.014128297,0.032966025,0.0,0.4866217,rotate_left,0.056513187,0.019779615,0.01883773,0.1252709
833.8348669111547,466.15823762275346,0.575,0.9222222,0.06687394,0.05274564,0.014128297,0.032966025,0.0,0.48790467,forward,0.058396958,0.017895842,0.01883773,0.13374788
834.4154794605939,463.82952787969106,0.6,0.9222222,0.06499016,0.054629415,0.014128297,0.032966025,0.0,0.48860255,forward,0.059338845,0.017895842,0.019779615,0.13751543
839.0966681404475,445.0543055762504,0.4875,0.9444444,0.06499016,0.06687394,0.0122445235,0.035791684,0.0,0.49457097,rotate_left,0.063106395,0.014128297,0.01883773,0.053687528
839.0966681404475,445.0543055762504,0.4875,0.96666664,0.07158337,0.059338845,0.011302637,0.035791684,0.0,0.49457097,rotate_left,0.0555713,0.015070183,0.016953956,0.14128296
839.0966681404475,445.0543055762504,0.4875,0.98888886,0.08006035,0.05086187,0.011302637,0.035791684,0.0,0.49457097,rotate_left,0.051803753,0.016012069,0.015070183,0.12903844
839.3514344663757,437.75875253901097,0.4375,-0.98888886,0.08288601,0.05086187,0.011302637,0.035791684,0.0,0.49558845,rotate_left,0.048978094,0.016953956,0.015070183,0.12998033
839.3514344663757,437.75875253901097,0.4375,-0.96666664,0.09230487,0.043326776,0.011302637,0.035791684,0.0,0.49558845,rotate_left,0.046152435,0.017895842,0.014128297,0.11961958
839.3514344663757,437.75875253901097,0.4375,-0.9444444,0.10172374,0.03673357,0.011302637,0.035791684,0.0,0.49558845,rotate_left,0.043326776,0.019779615,0.014128297,0.112084486
837.2068794721891,425.5963767893101,0.375,-0.9444444,0.090421095,0.04803621,0.014128297,0.033907913,0.0,0.49509633,forward,0.040501118,0.023547161,0.016012069,0.12715466
836.9290423879221,424.02068438449055,0.4,-0.9444444,0.08853733,0.04991998,0.014128297,0.033907913,0.0,0.49505252,forward,0.040501118,0.023547161,0.016953956,0.12903844
836.6338404858883,422.3465112043698,0.425,-0.9444444,0.08665355,0.05086187,0.014128297,0.033907913,0.0,0.49501103,forward,0.040501118,0.024489047,0.016953956,0.13092221
836.3212737660879,420.5738572489478,0.45,-0.9444444,0.08476978,0.05274564,0.014128297,0.032966025,0.0,0.4949727,forward,0.03955923,0.024489047,0.016953956,0.13280599
835.9913422285207,418.70272251822456,0.475,-0.9444444,0.08382789,0.054629415,0.015070183,0.032966025,0.0,0.49493858,forward,0.03955923,0.025430935,0.017895842,0.13657354
834.4719206739351,410.0856546793677,0.4125,-0.9222222,0.08194412,0.05274564,0.016953956,0.032024138,0.0,0.49486485,rotate_left,0.038617343,0.032024138,0.01883773,0.13845731
834.4719206739351,410.0856546793677,0.4125,-0.9,0.08853733,0.04803621,0.016953956,0.032966025,0.0,0.49486485,rotate_left,0.035791684,0.0348498,0.017895842,0.13280599
834.4719206739351,410.0856546793677,0.4125,-0.87777776,0.09513053,0.04238489,0.016953956,0.033907913,0.0,0.49486485,rotate_left,0.033907913,0.033907913,0.016953956,0.12809655
829.6956866078823,398.264060533641,0.3375,-0.87777776,0.08288601,0.053687528,0.020721503,0.028256593,0.0,0.49250084,forward,0.032024138,0.0348498,0.022605274,0.14034107
829.1525070474293,396.9196439445191,0.3625,-0.87777776,0.08194412,0.0555713,0.021663388,0.028256593,0.0,0.49224982,forward,0.031082252,0.033907913,0.022605274,0.14222485
828.5718668276346,395.48250896994057,0.3875,-0.87777776,0.08006035,0.056513187,0.022605274,0.027314708,0.0,0.49198553,forward,0.032024138,0.0348498,0.023547161,0.076292805
827.9537659484984,393.9526556099054,0.4125,-0.87777776,0.07817657,0.058396958,0.022605274,0.02637282,0.0,0.49170882,forward,0.031082252,0.033907913,0.024489047,0.07064148
827.2982044100205,392.3300838644135,0.4375,-0.87777776,0.077234685,0.060280733,0.025430935,0.02637282,0.0,0.49142054,forward,0.031082252,0.0348498,0.024489047,0.064048275
826.605182212201,390.6147937334649,0.4625,-0.87777776,0.07535092,0.062164504,0.025430935,0.025430935,0.0,0.49112162,forward,0.032024138,0.0348498,0.025430935,0.062164504
824.0203967176312,384.2172251369541,0.4125,-0.85555553,0.07440903,0.058396958,0.024489047,0.023547161,0.0,0.49005973,rotate_left,0.031082252,0.0348498,0.027314708,0.06687394
824.0203967176312,384.2172251369541,0.4125,-0.8333333,0.07817657,0.05086187,0.025430935,0.024489047,0.0,0.49005973,rotate_left,0.028256593,0.03673357,0.02637282,0.14693429
824.0203967176312,384.2172251369541,0.4125,-0.8111111,0.08476978,0.046152435,0.02637282,0.025430935,0.0,0.49005973,rotate_left,0.02637282,0.03955923,0.025430935,0.14316674
815.6325031655699,371.7816615486285,0.3125,-0.8111111,0.07064148,0.060280733,0.028256593,0.019779615,0.0,0.48516914,forward,0.031082252,0.03673357,0.0348498,0.067815825
814.8775927458844,370.6624608256792,0.3375,-0.8111111,0.0696996,0.06122262,0.028256593,0.019779615,0.0,0.48474675,forward,0.032024138,0.03673357,0.033907913,0.064048275
814.0667630358517,369.4603563454744,0.3625,-0.8111111,0.067815825,0.063106395,0.028256593,0.01883773,0.0,0.4842964,forward,0.0348498,0.035791684,0.032966025,0.060280733
813.2000140354721,368.1753481080141,0.3875,-0.8111111,0.06687394,0.064048275,0.027314708,0.01883773,0.0,0.4838188,forward,0.03767546,0.0348498,0.033907913,0.0555713
812.2773457447454,366.80743611329825,0.4125,-0.8111111,0.06499016,0.06593205,0.028256593,0.01883773,0.0,0.4833147,forward,0.103607506,0.0348498,0.033907913,0.05086187
811.2987581636716,365.3566203613269,0.4375,-0.8111111,0.063106395,0.06687394,0.028256593,0.01883773,0.0,0.48278493,forward,0.102665626,0.0348498,0.0348498,0.046152435
806.014385225873,357.52221530068175,0.3625,-0.7888889,0.057455074,0.0696996,0.028256593,0.019779615,0.0,0.48001194,rotate_left,0.09607242,0.031082252,0.035791684,0.0348498
806.014385225873,357.52221530068175,0.3625,-0.76666665,0.060280733,0.064048275,0.028256593,0.019779615,0.0,0.48001194,rotate_left,0.10172374,0.033907913,0.0348498,0.072525255
806.014385225873,357.52221530068175,0.3625,-0.74444443,0.06593205,0.059338845,0.027314708,0.019779615,0.0,0.48001194,rotate_left,0.10831694,0.0348498,0.032024138,0.16106258
800.5114357532822,352.2080787666703,0.2875,-0.7222222,0.060280733,0.062164504,0.027314708,0.019779615,0.0,0.47648874,rotate_left,0.103607506,0.033907913,0.033907913,0.16294636
800.5114357532822,352.2080787666703,0.2875,-0.7,0.062164504,0.058396958,0.027314708,0.019779615,0.0,0.47648874,rotate_left,0.112084486,0.0348498,0.032024138,0.15446937
795.6573337870325,348.68136725291544,0.25,-0.7,0.056513187,0.064048275,0.027314708,0.019779615,0.0,0.47311756,forward,0.10549128,0.032966025,0.0348498,0.16294636
794.76741509322,348.0348034753937,0.275,-0.7,0.054629415,0.06499016,0.027314708,0.019779615,0.0,0.47250423,forward,0.103607506,0.032966025,0.0348498,0.16388825
793.7965946999701,347.3294611726427,0.3,-0.7,0.053687528,0.06593205,0.02637282,0.019779615,0.0,0.4718368,forward,0.10172374,0.032024138,0.0348498,0.041443005
792.7448726072827,346.5653403446625,0.325,-0.7,0.05274564,0.06687394,0.02637282,0.020721503,0.0,0.4711158,forward,0.098898076,0.031082252,0.0348498,0.0348498
791.6122488151577,345.742440991453,0.35,-0.7,0.051803753,0.06875771,0.027314708,0.020721503,0.0,0.47034162,forward,0.09607242,0.031082252,0.035791684,0.031082252
784.816506062408,340.80504487219616,0.2625,-0.67777777,0.046152435,0.07535092,0.025430935,0.021663388,0.0,0.46574804,rotate_left,0.09230487,0.029198479,0.035791684,0.029198479
779.2193886277754,337.3075777282569,0.1625,-0.65555555,0.04238489,0.072525255,0.024489047,0.023547161,0.0,0.4618529,rotate_left,0.09136298,0.027314708,0.0348498,0.032024138
779.2193886277754,337.3075777282569,0.1625,-0.6333333,0.044268664,0.06875771,0.024489047,0.022605274,0.0,0.4618529,rotate_left,0.103607506,0.028256593,0.032966025,0.035791684
779.2193886277754,337.3075777282569,0.1625,-0.6111111,0.047094323,0.063106395,0.023547161,0.023547161,0.0,0.4618529,rotate_left,0.1318641,0.029198479,0.031082252,0.14787617
779.2193886277754,337.3075777282569,0.1625,-0.5888889,0.048978094,0.059338845,0.023547161,0.022605274,0.0,0.4618529,rotate_left,0.22887841,0.030140366,0.030140366,0.13563165
779.2193886277754,337.3075777282569,0.1625,-0.56666666,0.051803753,0.0555713,0.023547161,0.023547161,0.0,0.4618529,rotate_left,0.21286634,0.031082252,0.028256593,0.12432901
779.2193886277754,337.3075777282569,0.1625,-0.54444444,0.056513187,0.051803753,0.023547161,0.022605274,0.0,0.4618529,rotate_left,0.19120295,0.032966025,0.027314708,0.11302637
779.2193886277754,337.3075777282569,0.1625,-0.5222222,0.060280733,0.047094323,0.024489047,0.023547161,0.0,0.4618529,rotate_left,0.16483013,0.032966025,0.02637282,0.103607506
775.3288888317619,337.03552748065476,0.075,-0.5222222,0.056513187,0.05086187,0.025430935,0.022605274,0.0,0.4584866,forward,0.16859767,0.032966025,0.029198479,0.10925883
774.9298632116579,337.0076248911571,0.1,-0.5222222,0.056513187,0.051803753,0.025430935,0.022605274,0.0,0.4581416,forward,0.16953956,0.032966025,0.029198479,0.10925883
774.431081186528,336.972746654285,0.125,-0.5222222,0.0555713,0.051803753,0.025430935,0.022605274,0.0,0.45771042,forward,0.16953956,0.032966025,0.029198479,0.11020071
773.832542756372,336.93089277003855,0.15,-0.5222222,0.054629415,0.05274564,0.024489047,0.022605274,0.0,0.4571931,forward,0.17142333,0.032024138,0.029198479,0.1111426
773.1342479211902,336.8820632384177,0.175,-0.5222222,0.054629415,0.053687528,0.025430935,0.022605274,0.0,0.45658973,forward,0.17142333,0.031082252,0.029198479,0.112084486
772.3361966809823,336.8262580594224,0.2,-0.5222222,0.053687528,0.053687528,0.025430935,0.022605274,0.0,0.45590034,forward,0.17142333,0.031082252,0.030140366,0.11302637
771.4383890357484,336.7634772330527,0.225,-0.5222222,0.05274564,0.054629415,0.025430935,0.021663388,0.0,0.45512503,forward,0.17142333,0.030140366,0.030140366,0.11491015
770.4408249854886,336.6937207593086,0.25,-0.5222222,0.051803753,0.0555713,0.025430935,0.021663388,0.0,0.45426387,forward,0.17142333,0.030140366,0.030140366,0.115852036
769.3435045302027,336.61698863819004,0.275,-0.5222222,0.05086187,0.056513187,0.025430935,0.021663388,0.0,0.45331696,forward,0.1733071,0.030140366,0.030140366,0.1177358
764.6050752914684,336.2856453879054,0.2125,-0.5,0.04803621,0.058396958,0.025430935,0.021663388,0.0,0.44923255,rotate_left,0.15446937,0.029198479,0.030140366,0.115852036
764.6050752914684,336.2856453879054,0.2125,-0.47777778,0.051803753,0.053687528,0.025430935,0.021663388,0.0,0.44923255,rotate_left,0.13280599,0.029198479,0.029198479,0.10831694
764.6050752914684,336.2856453879054,0.2125,-0.45555556,0.057455074,0.04991998,0.025430935,0.021663388,0.0,0.44923255,rotate_left,0.102665626,0.031082252,0.028256593,0.102665626
759.9508153683829,336.93975896241767,0.1625,-0.45555556,0.05274564,0.054629415,0.025430935,0.022605274,0.0,0.4449067,forward,0.11396826,0.028256593,0.031082252,0.10831694
759.2081143168267,337.04413878813773,0.1875,-0.45555556,0.051803753,0.0555713,0.025430935,0.022605274,0.0,0.4442166,forward,0.115852036,0.028256593,0.031082252,0.10831694
